request_id,opened_at,closed_at,status,category,channel,district,hours_to_close,duration_note
101004555929,2026-08-03T14:57:51.000,2026-08-15T20:01:49.000,Closed,Street and Sidewalk Cleaning,Web,3,293.0661111111111,Recorded
101004555930,2026-08-03T14:57:48.000,2026-08-03T21:09:37.000,Closed,Street and Sidewalk Cleaning,Mobile,5,6.196944444444444,Recorded
101004555931,2026-08-03T14:57:48.000,2026-08-24T10:32:38.000,Closed,Sidewalk and Curb,Mobile,9,499.5805555555556,Recorded
101004555934,2026-08-03T14:58:08.000,2026-08-04T09:58:13.000,Closed,Encampment,Phone,2,19.00138888888889,Recorded
101004555941,2026-08-03T14:58:42.000,2026-08-17T08:49:54.000,Closed,Street and Sidewalk Cleaning,Phone,3,329.85333333333335,Recorded
101004555953,2026-08-03T14:59:55.000,2026-08-04T06:33:25.000,Closed,Street and Sidewalk Cleaning,Mobile,7,15.558333333333334,Recorded
101004555956,2026-08-03T15:00:27.000,2026-08-04T08:50:20.000,Closed,Parking Enforcement,Web,8,17.83138888888889,Recorded
101004555957,2026-08-03T15:00:48.000,2026-08-03T16:15:43.000,Closed,Parking Enforcement,Phone,4,1.2486111111111111,Recorded
101004555958,2026-08-03T15:00:51.000,2026-08-04T07:26:44.000,Closed,Street and Sidewalk Cleaning,Web,10,16.43138888888889,Recorded
101004555959,2026-08-03T15:00:51.000,2026-08-04T07:18:40.000,Closed,Street and Sidewalk Cleaning,Web,10,16.296944444444446,Recorded
101004555960,2026-08-03T15:00:56.000,2026-08-05T17:18:27.000,Closed,Street and Sidewalk Cleaning,Web,10,50.29194444444445,Recorded
101004555961,2026-08-03T15:00:53.000,2026-08-07T08:20:21.000,Closed,General Request,Mobile,2,89.32444444444444,Recorded
101004555963,2026-08-03T15:01:12.000,2026-08-25T16:47:05.000,Closed,Street and Sidewalk Cleaning,Web,9,529.7647222222222,Recorded
101004555966,2026-08-03T15:01:52.000,2026-08-07T12:16:24.000,Closed,MTA Parking Traffic Signs Normal Priority,Web,11,93.24222222222222,Recorded
101004555967,2026-08-03T15:01:55.000,2026-08-04T07:02:49.000,Closed,Street and Sidewalk Cleaning,Phone,6,16.015,Recorded
101004555970,2026-08-03T15:01:57.000,2026-08-04T06:22:53.000,Closed,Street and Sidewalk Cleaning,Web,3,15.348888888888888,Recorded
101004555971,2026-08-03T15:01:57.000,2026-08-04T17:03:09.000,Closed,Street and Sidewalk Cleaning,Web,3,26.02,Recorded
101004555974,2026-08-03T15:02:27.000,2026-08-04T13:51:34.000,Closed,General Request,Phone,8,22.81861111111111,Recorded
101004555977,2026-08-03T15:03:12.000,2026-08-04T05:40:09.000,Closed,Street and Sidewalk Cleaning,Web,10,14.615833333333333,Recorded
101004555978,2026-08-03T15:03:08.000,2026-08-27T09:01:49.000,Closed,Graffiti Private,Mobile,5,569.9780555555556,Recorded
101004555979,2026-08-03T15:03:17.000,2026-08-03T17:29:58.000,Closed,Street and Sidewalk Cleaning,Phone,2,2.444722222222222,Recorded
101004555982,2026-08-03T15:03:30.000,2026-08-03T15:07:31.000,Closed,Encampment,Mobile,6,0.06694444444444445,Recorded
101004555984,2026-08-03T15:03:44.000,2026-08-04T07:51:58.000,Closed,Parking Enforcement,Phone,10,16.80388888888889,Recorded
101004555985,2026-08-03T15:03:51.000,2026-08-04T10:16:54.000,Closed,General Request,Phone,11,19.2175,Recorded
101004555989,2026-08-03T15:04:51.000,2026-08-03T15:04:55.000,Closed,Parking Enforcement,Web,5,0.0011111111111111111,Recorded
101004555990,2026-08-03T15:04:51.000,2026-08-03T16:47:45.000,Closed,Parking Enforcement,Web,5,1.715,Recorded
101004555991,2026-08-03T15:04:49.000,2026-09-02T22:09:50.000,Closed,Street and Sidewalk Cleaning,Mobile,6,727.0836111111112,Recorded
101004555994,2026-08-03T15:05:20.000,2026-08-04T07:30:19.000,Closed,Street and Sidewalk Cleaning,Mobile,2,16.41638888888889,Recorded
101004555998,2026-08-03T15:05:51.000,2026-08-04T05:43:26.000,Closed,Street and Sidewalk Cleaning,Web,3,14.626388888888888,Recorded
101004555999,2026-08-03T15:05:52.000,2026-08-04T11:49:46.000,Closed,Encampment,Web,3,20.731666666666666,Recorded
101004556002,2026-08-03T15:05:55.000,2026-08-03T17:30:35.000,Closed,General Request,Phone,3,2.411111111111111,Recorded
101004556004,2026-08-03T15:06:05.000,2026-08-04T10:48:33.000,Closed,Residential Building,Web,5,19.70777777777778,Recorded
101004556006,2026-08-03T15:06:41.000,2026-08-04T09:12:36.000,Closed,Street Defect,Web,6,18.09861111111111,Recorded
101004556009,2026-08-03T15:06:49.000,2026-08-06T21:46:47.000,Closed,Street and Sidewalk Cleaning,Phone,6,78.6661111111111,Recorded
101004556010,2026-08-03T15:06:51.000,2026-08-15T16:43:34.000,Closed,Street and Sidewalk Cleaning,Web,3,289.6119444444444,Recorded
101004556012,2026-08-03T15:06:52.000,2026-08-04T08:15:37.000,Closed,Street and Sidewalk Cleaning,Web,5,17.145833333333332,Recorded
101004556013,2026-08-03T15:06:55.000,2026-08-04T06:38:35.000,Closed,Street and Sidewalk Cleaning,Web,5,15.527777777777779,Recorded
101004556014,2026-08-03T15:06:56.000,2026-08-04T08:15:13.000,Closed,Street and Sidewalk Cleaning,Web,5,17.138055555555557,Recorded
101004556016,2026-08-03T15:06:59.000,2026-08-03T15:22:04.000,Closed,General Request,Phone,10,0.2513888888888889,Recorded
101004556017,2026-08-03T15:07:00.000,2026-08-03T17:11:20.000,Closed,Parking Enforcement,Web,9,2.0722222222222224,Recorded
101004556021,2026-08-03T15:07:21.000,2026-08-04T06:29:38.000,Closed,Damage Property,Mobile,6,15.37138888888889,Recorded
101004556024,2026-08-03T15:07:52.000,2026-08-09T21:00:29.000,Closed,Street and Sidewalk Cleaning,Web,3,149.87694444444443,Recorded
101004556026,2026-08-03T15:07:55.000,2026-08-04T09:45:16.000,Closed,General Request,Phone,7,18.6225,Recorded
101004556027,2026-08-03T15:08:06.000,2026-08-03T21:52:32.000,Closed,Parking Enforcement,Phone,11,6.740555555555556,Recorded
101004556035,2026-08-03T15:08:51.000,2026-08-21T17:41:52.000,Closed,Street and Sidewalk Cleaning,Web,5,434.55027777777775,Recorded
101004556036,2026-08-03T15:08:51.000,,Open,Tree Maintenance,Web,5,,No closure recorded
101004556037,2026-08-03T15:08:52.000,2026-08-04T13:53:18.000,Closed,Street and Sidewalk Cleaning,Web,7,22.740555555555556,Recorded
101004556040,2026-08-03T15:08:58.000,2026-08-05T10:55:25.000,Closed,Parking Enforcement,Mobile,8,43.774166666666666,Recorded
101004556041,2026-08-03T15:09:15.000,2026-08-03T15:09:56.000,Closed,Encampment,Phone,2,0.01138888888888889,Recorded
101004556047,2026-08-03T15:09:51.000,2026-08-04T07:12:48.000,Closed,Street and Sidewalk Cleaning,Web,7,16.049166666666668,Recorded
101004556048,2026-08-03T15:09:52.000,2026-08-20T13:58:50.000,Closed,Graffiti Public,Web,11,406.8161111111111,Recorded
101004556055,2026-08-03T15:10:13.000,2026-08-03T20:08:48.000,Closed,Sewer,Phone,7,4.976388888888889,Recorded
101004556056,2026-08-03T15:10:28.000,2026-08-03T16:48:15.000,Closed,Street and Sidewalk Cleaning,Phone,9,1.6297222222222223,Recorded
101004556059,2026-08-03T15:10:21.000,2026-08-04T00:02:34.000,Closed,Parking Enforcement,Mobile,6,8.870277777777778,Recorded
101004556062,2026-08-03T15:10:37.000,2026-08-03T15:28:06.000,Closed,General Request,Phone,2,0.29138888888888886,Recorded
101004556065,2026-08-03T15:10:47.000,2026-08-17T12:00:28.000,Closed,Damage Property,Phone,7,332.8280555555556,Recorded
101004556067,2026-08-03T15:11:07.000,2026-08-04T00:03:05.000,Closed,Parking Enforcement,Mobile,6,8.866111111111111,Recorded
101004556068,2026-08-03T15:11:18.000,2026-08-10T09:21:50.000,Closed,Parking Enforcement,Phone,8,162.17555555555555,Recorded
101004556072,2026-08-03T15:11:46.000,2026-08-08T19:47:32.000,Closed,Street and Sidewalk Cleaning,Phone,9,124.59611111111111,Recorded
101004556073,2026-08-03T15:11:51.000,2026-08-15T20:45:10.000,Closed,Street and Sidewalk Cleaning,Web,3,293.5552777777778,Recorded
101004556074,2026-08-03T15:11:52.000,2026-08-03T15:18:49.000,Closed,General Request,Web,6,0.11583333333333333,Recorded
101004556075,2026-08-03T15:11:53.000,2026-08-06T10:50:10.000,Closed,Graffiti Private,Web,5,67.63805555555555,Recorded
101004556086,2026-08-03T15:12:56.000,2026-08-11T01:00:00.000,Closed,Sidewalk and Curb,Mobile,2,177.78444444444443,Recorded
101004556097,2026-08-03T15:13:51.000,2026-08-04T07:10:21.000,Closed,General Request,Web,7,15.941666666666666,Recorded
101004556101,2026-08-03T15:14:09.000,2026-08-04T06:10:05.000,Closed,Damage Property,Mobile,7,14.932222222222222,Recorded
101004556102,2026-08-03T15:14:32.000,2026-08-06T11:30:47.000,Closed,Street and Sidewalk Cleaning,Phone,6,68.27083333333333,Recorded
101004556105,2026-08-03T15:14:51.000,2026-08-05T10:38:20.000,Closed,Street and Sidewalk Cleaning,Web,7,43.39138888888889,Recorded
101004556106,2026-08-03T15:14:51.000,2026-09-02T23:00:08.000,Closed,Graffiti Public,Web,7,727.7547222222222,Recorded
101004556114,2026-08-03T15:15:42.000,2026-08-03T16:46:05.000,Closed,RPD General,Web,,1.506388888888889,Recorded
101004556122,2026-08-03T15:15:54.000,2026-08-03T16:46:28.000,Closed,RPD General,Phone,4,1.5094444444444444,Recorded
101004556133,2026-08-03T15:16:31.000,2026-08-03T15:18:12.000,Closed,General Request,Mobile,,0.028055555555555556,Recorded
101004556138,2026-08-03T15:18:08.000,2026-08-06T11:39:22.000,Closed,Parking Enforcement,Phone,9,68.35388888888889,Recorded
101004556144,2026-08-03T15:19:27.000,2026-08-04T14:53:40.000,Closed,Street and Sidewalk Cleaning,Web,5,23.57027777777778,Recorded
101004556147,2026-08-03T15:19:52.000,2026-08-04T10:10:03.000,Closed,General Request,Web,9,18.836388888888887,Recorded
101004556148,2026-08-03T15:19:52.000,2026-09-01T08:26:41.000,Closed,Graffiti Public,Web,9,689.1136111111111,Recorded
101004556156,2026-08-03T15:20:40.000,2026-08-20T20:40:24.000,Closed,Street and Sidewalk Cleaning,Mobile,5,413.3288888888889,Recorded
101004556158,2026-08-03T15:20:51.000,2026-08-04T01:00:00.000,Closed,Blocked Street and Sidewalk,Web,9,9.6525,Recorded
101004556161,2026-08-03T15:20:56.000,2026-08-04T08:33:25.000,Closed,Graffiti Public,Web,9,17.208055555555557,Recorded
101004556164,2026-08-03T15:21:01.000,2026-08-04T10:10:12.000,Closed,General Request,Web,8,18.81972222222222,Recorded
101004556168,2026-08-03T15:21:51.000,2026-08-04T17:05:35.000,Closed,Street and Sidewalk Cleaning,Web,9,25.72888888888889,Recorded
101004556169,2026-08-03T15:21:51.000,2026-08-03T16:38:42.000,Closed,Street and Sidewalk Cleaning,Web,9,1.2808333333333333,Recorded
101004556170,2026-08-03T15:21:52.000,2026-08-04T05:32:59.000,Closed,Street and Sidewalk Cleaning,Web,9,14.185277777777777,Recorded
101004556171,2026-08-03T15:21:59.000,,Open,Graffiti Public,Mobile,3,,No closure recorded
101004556172,2026-08-03T15:21:38.000,2026-08-03T15:41:19.000,Closed,Graffiti Public,Mobile,10,0.32805555555555554,Recorded
101004556174,2026-08-03T15:22:15.000,2026-08-03T15:24:20.000,Closed,Encampment,Web,3,0.034722222222222224,Recorded
101004556177,2026-08-03T15:22:49.000,,Open,Tree Maintenance,Phone,7,,No closure recorded
101004556187,2026-08-03T15:23:38.000,2026-08-04T11:45:53.000,Closed,Litter Receptacle Maintenance,Mobile,5,20.370833333333334,Recorded
101004556190,2026-08-03T15:24:08.000,2026-08-03T16:24:34.000,Closed,Street and Sidewalk Cleaning,Mobile,2,1.0072222222222222,Recorded
101004556197,2026-08-03T15:24:33.000,,Open,Tree Maintenance,Mobile,3,,No closure recorded
101004556198,2026-08-03T15:24:52.000,2026-08-04T11:11:31.000,Closed,Street and Sidewalk Cleaning,Web,6,19.7775,Recorded
101004556199,2026-08-03T15:24:56.000,2026-08-05T07:07:21.000,Closed,Litter Receptacle Maintenance,Mobile,1,39.706944444444446,Recorded
101004556201,2026-08-03T15:25:31.000,2026-08-04T09:06:37.000,Closed,RPD General,Web,2,17.685,Recorded
101004556202,2026-08-03T15:25:39.000,2026-09-02T22:09:47.000,Closed,Street and Sidewalk Cleaning,Mobile,1,726.7355555555556,Recorded
101004556213,2026-08-03T15:29:06.000,2026-08-03T16:48:55.000,Closed,Parking Enforcement,Mobile,7,1.3302777777777777,Recorded
101004556216,2026-08-03T15:29:51.000,2026-08-04T05:56:12.000,Closed,Street and Sidewalk Cleaning,Web,9,14.439166666666667,Recorded
101004556237,2026-08-03T15:32:23.000,2026-08-10T13:44:20.000,Closed,Street and Sidewalk Cleaning,Mobile,6,166.19916666666666,Recorded
101004556243,2026-08-03T15:33:47.000,2026-08-03T16:48:03.000,Closed,RPD General,Mobile,1,1.2377777777777779,Recorded
101004556254,2026-08-03T15:34:14.000,2026-08-04T10:33:02.000,Closed,Street and Sidewalk Cleaning,Mobile,3,18.98,Recorded
101004556257,2026-08-03T15:34:58.000,2026-08-04T13:05:49.000,Closed,Parking Enforcement,Phone,1,21.514166666666668,Recorded
101004556260,2026-08-03T15:35:18.000,2026-08-05T13:08:18.000,Closed,Street and Sidewalk Cleaning,Mobile,5,45.55,Recorded
101004556279,2026-08-03T15:37:29.000,2026-08-05T15:24:18.000,Closed,Parking Enforcement,Mobile,10,47.780277777777776,Recorded
101004556281,2026-08-03T15:37:33.000,2026-08-08T10:04:15.000,Closed,Street and Sidewalk Cleaning,Mobile,10,114.445,Recorded
101004556282,2026-08-03T15:37:57.000,2026-08-04T06:55:15.000,Closed,General Request,Web,3,15.288333333333334,Recorded
101004556283,2026-08-03T15:37:57.000,2026-08-04T07:22:28.000,Closed,Street and Sidewalk Cleaning,Web,11,15.741944444444444,Recorded
101004556286,2026-08-03T15:38:22.000,2026-08-03T16:48:18.000,Closed,RPD General,Phone,1,1.1655555555555555,Recorded
101004556291,2026-08-03T15:39:02.000,2026-08-03T17:23:31.000,Closed,Parking Enforcement,Phone,1,1.7413888888888889,Recorded
101004556293,2026-08-03T15:39:03.000,2026-08-03T17:02:02.000,Closed,Parking Enforcement,Phone,8,1.3830555555555555,Recorded
101004556298,2026-08-03T15:39:43.000,2026-08-07T10:10:26.000,Closed,Parking Enforcement,Phone,7,90.51194444444444,Recorded
101004556299,2026-08-03T15:39:45.000,2026-08-11T15:32:15.000,Closed,Street and Sidewalk Cleaning,Mobile,7,191.875,Recorded
101004556304,2026-08-03T15:40:19.000,2026-08-04T07:31:25.000,Closed,Street and Sidewalk Cleaning,Mobile,2,15.851666666666667,Recorded
101004556305,2026-08-03T15:40:22.000,2026-08-03T18:09:10.000,Closed,RPD General,Phone,5,2.48,Recorded
101004556308,2026-08-03T15:40:58.000,2026-08-03T17:41:53.000,Closed,Parking Enforcement,Mobile,1,2.015277777777778,Recorded
101004556309,2026-08-03T15:41:18.000,2026-08-04T05:55:12.000,Closed,Street and Sidewalk Cleaning,Mobile,10,14.231666666666667,Recorded
101004556311,2026-08-03T15:41:36.000,2026-08-12T18:01:52.000,Closed,Graffiti Public,Mobile,9,218.33777777777777,Recorded
101004556313,2026-08-03T15:41:50.000,2026-08-05T15:21:21.000,Closed,Parking Enforcement,Phone,9,47.658611111111114,Recorded
101004556314,2026-08-03T15:41:52.000,2026-08-03T19:45:58.000,Closed,Damage Property,Web,9,4.068333333333333,Recorded
101004556315,2026-08-03T15:41:50.000,2026-08-04T06:28:45.000,Closed,Street and Sidewalk Cleaning,Mobile,11,14.781944444444445,Recorded
101004556316,2026-08-03T15:42:13.000,2026-08-04T11:39:15.000,Closed,General Request,Phone,6,19.950555555555557,Recorded
101004556317,2026-08-03T15:42:23.000,2026-08-04T11:09:00.000,Closed,General Request,Mobile,3,19.44361111111111,Recorded
101004556320,2026-08-03T15:43:28.000,2026-08-07T13:55:20.000,Closed,Parking Enforcement,Phone,1,94.19777777777777,Recorded
101004556321,2026-08-03T15:44:04.000,2026-08-03T17:31:51.000,Closed,Parking Enforcement,Mobile,1,1.7963888888888888,Recorded
101004556324,2026-08-03T15:45:51.000,2026-08-24T11:20:42.000,Closed,RPD General,Web,5,499.5808333333333,Recorded
101004556325,2026-08-03T15:45:52.000,2026-08-04T05:41:26.000,Closed,Street and Sidewalk Cleaning,Web,5,13.926111111111112,Recorded
101004556326,2026-08-03T15:45:55.000,2026-08-03T16:57:05.000,Closed,Graffiti Public,Web,10,1.1861111111111111,Recorded
101004556327,2026-08-03T15:45:56.000,2026-09-02T22:09:44.000,Closed,Street and Sidewalk Cleaning,Web,5,726.3966666666666,Recorded
101004556334,2026-08-03T15:46:30.000,2026-08-04T08:14:42.000,Closed,General Request,Mobile,6,16.47,Recorded
101004556335,2026-08-03T15:46:43.000,2026-08-03T17:55:22.000,Closed,General Request,Phone,10,2.1441666666666666,Recorded
101004556336,2026-08-03T15:46:44.000,,Open,Tree Maintenance,Web,5,,No closure recorded
101004556337,2026-08-03T15:46:51.000,2026-08-03T16:52:52.000,Closed,Graffiti Public,Web,10,1.1002777777777777,Recorded
101004556338,2026-08-03T15:46:51.000,2026-08-03T18:09:37.000,Closed,RPD General,Web,5,2.3794444444444443,Recorded
101004556340,2026-08-03T15:46:53.000,,Open,Graffiti Public,Web,10,,No closure recorded
101004556344,2026-08-03T15:47:51.000,,Open,Graffiti Public,Web,10,,No closure recorded
101004556345,2026-08-03T15:47:51.000,2026-08-25T11:02:23.000,Closed,Graffiti Public,Web,10,523.2422222222223,Recorded
101004556346,2026-08-03T15:47:52.000,2026-08-03T16:59:38.000,Closed,Graffiti Public,Web,10,1.1961111111111111,Recorded
101004556348,2026-08-03T15:48:14.000,2026-08-05T07:37:47.000,Closed,General Request,Mobile,6,39.825833333333335,Recorded
101004556349,2026-08-03T15:48:24.000,2026-08-04T07:29:18.000,Closed,Street and Sidewalk Cleaning,Mobile,5,15.681666666666667,Recorded
101004556354,2026-08-03T15:48:48.000,2026-08-04T08:57:27.000,Closed,Street and Sidewalk Cleaning,Mobile,3,17.144166666666667,Recorded
101004556355,2026-08-03T15:48:57.000,2026-08-15T16:32:27.000,Closed,Street and Sidewalk Cleaning,Mobile,3,288.725,Recorded
101004556357,2026-08-03T15:49:25.000,2026-08-04T08:14:55.000,Closed,Encampment,Mobile,2,16.425,Recorded
101004556373,2026-08-03T15:52:36.000,2026-08-04T14:27:57.000,Closed,General Request,Mobile,6,22.589166666666667,Recorded
101004556374,2026-08-03T15:52:47.000,2026-09-02T22:09:41.000,Closed,Street and Sidewalk Cleaning,,3,726.2816666666666,Recorded
101004556375,2026-08-03T15:52:43.000,2026-08-03T17:22:58.000,Closed,Parking Enforcement,Mobile,5,1.5041666666666667,Recorded
101004556379,2026-08-03T15:54:09.000,2026-08-03T17:05:53.000,Closed,Street and Sidewalk Cleaning,Phone,9,1.1955555555555555,Recorded
101004556386,2026-08-03T15:55:18.000,2026-08-05T17:30:40.000,Closed,Street and Sidewalk Cleaning,Mobile,1,49.589444444444446,Recorded
101004556389,2026-08-03T15:55:52.000,2026-08-24T11:20:43.000,Closed,RPD General,Web,5,499.4141666666667,Recorded
101004556393,2026-08-03T15:55:53.000,2026-08-12T12:38:54.000,Closed,Street and Sidewalk Cleaning,Mobile,11,212.71694444444444,Recorded
101004556397,2026-08-03T15:56:52.000,2026-08-06T09:20:01.000,Closed,Street Defect,Web,6,65.38583333333334,Recorded
101004556398,2026-08-03T15:56:57.000,2026-08-03T17:41:39.000,Closed,Parking Enforcement,Web,8,1.745,Recorded
101004556399,2026-08-03T15:56:59.000,2026-08-04T20:45:29.000,Closed,Street and Sidewalk Cleaning,Mobile,5,28.808333333333334,Recorded
101004556402,2026-08-03T15:57:17.000,2026-08-04T12:49:06.000,Closed,Parking Enforcement,Mobile,2,20.863611111111112,Recorded
101004556407,2026-08-03T15:57:51.000,2026-08-10T13:35:17.000,Closed,Encampment,Phone,2,165.6238888888889,Recorded
101004556422,2026-08-03T15:59:51.000,2026-08-03T16:14:38.000,Closed,Street and Sidewalk Cleaning,Web,8,0.24638888888888888,Recorded
101004556428,2026-08-03T16:00:12.000,2026-08-04T20:54:37.000,Closed,Street and Sidewalk Cleaning,Mobile,5,28.906944444444445,Recorded
101004556432,2026-08-03T16:00:51.000,2026-08-03T16:02:44.000,Closed,General Request,Web,6,0.03138888888888889,Recorded
101004556435,2026-08-03T16:01:17.000,2026-08-05T19:38:52.000,Closed,Muni Employee Feedback,Phone,9,51.62638888888889,Recorded
101004556437,2026-08-03T16:01:59.000,2026-08-03T19:51:01.000,Closed,Parking Enforcement,Phone,10,3.817222222222222,Recorded
101004556438,2026-08-03T16:02:00.000,2026-08-04T09:41:02.000,Closed,General Request,Phone,11,17.650555555555556,Recorded
101004556449,2026-08-03T16:03:47.000,2026-08-13T07:07:54.000,Closed,Parking Enforcement,Phone,4,231.06861111111112,Recorded
101004556450,2026-08-03T16:03:46.000,2026-08-03T18:51:40.000,Closed,Parking Enforcement,Mobile,9,2.7983333333333333,Recorded
101004556451,2026-08-03T16:03:52.000,2026-08-03T17:50:40.000,Closed,Street and Sidewalk Cleaning,Web,9,1.78,Recorded
101004556452,2026-08-03T16:03:52.000,2026-08-04T06:25:12.000,Closed,Street and Sidewalk Cleaning,Web,8,14.355555555555556,Recorded
101004556453,2026-08-03T16:03:54.000,2026-08-03T16:43:11.000,Closed,Street and Sidewalk Cleaning,Phone,3,0.6547222222222222,Recorded
101004556454,2026-08-03T16:03:55.000,2026-08-03T19:16:37.000,Closed,Parking Enforcement,Web,8,3.2116666666666664,Recorded
101004556457,2026-08-03T16:04:18.000,2026-08-05T01:00:00.000,Closed,Street Defect,Web,2,32.928333333333335,Recorded
101004556459,2026-08-03T16:05:08.000,2026-08-04T12:23:16.000,Closed,Street and Sidewalk Cleaning,Mobile,9,20.302222222222223,Recorded
101004556462,2026-08-03T16:05:20.000,2026-08-03T18:32:22.000,Closed,Parking Enforcement,Mobile,9,2.4505555555555554,Recorded
101004556463,2026-08-03T16:05:50.000,2026-08-04T14:26:04.000,Closed,Street and Sidewalk Cleaning,Web,6,22.337222222222223,Recorded
101004556465,2026-08-03T16:06:07.000,2026-08-03T17:33:02.000,Closed,Parking Enforcement,Web,6,1.448611111111111,Recorded
101004556469,2026-08-03T16:06:55.000,2026-08-04T12:45:54.000,Closed,Encampment,Mobile,6,20.649722222222223,Recorded
101004556471,2026-08-03T16:07:14.000,2026-08-03T19:37:24.000,Closed,Parking Enforcement,Web,9,3.5027777777777778,Recorded
101004556472,2026-08-03T16:07:31.000,,Open,Parking Enforcement,Web,9,,No closure recorded
101004556473,2026-08-03T16:07:43.000,2026-08-04T13:01:43.000,Closed,Encampment,Mobile,6,20.9,Recorded
101004556475,2026-08-03T16:07:56.000,,Open,Tree Maintenance,Phone,1,,No closure recorded
101004556477,2026-08-03T16:08:17.000,2026-08-03T20:43:24.000,Closed,Street and Sidewalk Cleaning,Mobile,9,4.585277777777778,Recorded
101004556478,2026-08-03T16:08:26.000,,Open,General Request,Phone,6,,No closure recorded
101004556482,2026-08-03T16:09:15.000,2026-08-03T19:10:26.000,Closed,Parking Enforcement,Phone,9,3.019722222222222,Recorded
101004556486,2026-08-03T16:10:45.000,2026-08-03T17:43:56.000,Closed,Parking Enforcement,Phone,5,1.5530555555555556,Recorded
101004556494,2026-08-03T16:11:51.000,2026-08-04T20:15:36.000,Closed,Street and Sidewalk Cleaning,Mobile,9,28.0625,Recorded
101004556496,2026-08-03T16:12:20.000,2026-08-04T01:00:00.000,Closed,General Request,Web,2,8.794444444444444,Recorded
101004556497,2026-08-03T16:12:18.000,2026-08-06T11:04:19.000,Closed,Damage Property,Mobile,9,66.86694444444444,Recorded
101004556499,2026-08-03T16:12:14.000,2026-08-04T20:52:28.000,Closed,Street and Sidewalk Cleaning,Mobile,5,28.670555555555556,Recorded
101004556505,2026-08-03T16:13:38.000,2026-08-04T05:42:20.000,Closed,Street and Sidewalk Cleaning,Mobile,5,13.478333333333333,Recorded
101004556510,2026-08-03T16:15:52.000,2026-08-04T05:40:14.000,Closed,Street and Sidewalk Cleaning,Web,6,13.40611111111111,Recorded
101004556512,2026-08-03T16:15:57.000,2026-08-04T20:26:34.000,Closed,Street and Sidewalk Cleaning,Web,6,28.176944444444445,Recorded
101004556515,2026-08-03T16:16:10.000,2026-08-04T06:42:18.000,Closed,Street and Sidewalk Cleaning,Mobile,11,14.435555555555556,Recorded
101004556516,2026-08-03T16:16:29.000,2026-08-05T01:00:00.000,Closed,General Request,Phone,2,32.72527777777778,Recorded
101004556518,2026-08-03T16:16:33.000,2026-08-04T04:51:51.000,Closed,Street and Sidewalk Cleaning,Mobile,6,12.588333333333333,Recorded
101004556520,2026-08-03T16:16:43.000,2026-08-04T07:02:56.000,Closed,Street and Sidewalk Cleaning,Mobile,9,14.770277777777778,Recorded
101004556523,2026-08-03T16:16:54.000,2026-08-04T05:40:19.000,Closed,Street and Sidewalk Cleaning,Web,6,13.390277777777778,Recorded
101004556525,2026-08-03T16:17:50.000,2026-08-04T07:10:13.000,Closed,Street and Sidewalk Cleaning,Web,6,14.873055555555556,Recorded
101004556531,2026-08-03T16:18:51.000,2026-08-10T17:00:31.000,Closed,Graffiti Private,Web,6,168.69444444444446,Recorded
101004556533,2026-08-03T16:18:53.000,2026-08-05T08:03:29.000,Closed,Graffiti Private,Web,8,39.74333333333333,Recorded
101004556534,2026-08-03T16:18:56.000,2026-08-04T06:11:36.000,Closed,Graffiti Public,Web,6,13.877777777777778,Recorded
101004556536,2026-08-03T16:19:51.000,2026-08-03T16:29:07.000,Closed,General Request,Phone,7,0.15444444444444444,Recorded
101004556537,2026-08-03T16:19:53.000,2026-08-18T18:53:38.000,Closed,Street and Sidewalk Cleaning,Web,2,362.5625,Recorded
101004556539,2026-08-03T16:20:05.000,2026-08-03T16:52:57.000,Closed,RPD General,Mobile,8,0.5477777777777778,Recorded
101004556541,2026-08-03T16:20:23.000,2026-08-04T04:17:06.000,Closed,Street and Sidewalk Cleaning,Mobile,5,11.945277777777777,Recorded
101004556542,2026-08-03T16:20:51.000,2026-08-18T19:11:09.000,Closed,Street and Sidewalk Cleaning,Web,5,362.8383333333333,Recorded
101004556543,2026-08-03T16:20:51.000,2026-08-04T10:40:13.000,Closed,General Request,Web,6,18.322777777777777,Recorded
101004556544,2026-08-03T16:20:52.000,2026-08-20T16:17:58.000,Closed,Street and Sidewalk Cleaning,Web,5,407.95166666666665,Recorded
101004556545,2026-08-03T16:21:01.000,2026-08-17T08:51:01.000,Closed,Muni Employee Feedback,Phone,3,328.5,Recorded
101004556546,2026-08-03T16:21:10.000,2026-08-03T19:37:43.000,Closed,Parking Enforcement,Mobile,8,3.2758333333333334,Recorded
101004556549,2026-08-03T16:21:35.000,2026-08-17T20:43:00.000,Closed,Street and Sidewalk Cleaning,Phone,9,340.3569444444444,Recorded
101004556550,2026-08-03T16:21:46.000,2026-08-05T01:00:00.000,Closed,Street Defect,Phone,2,32.63722222222222,Recorded
101004556551,2026-08-03T16:21:51.000,2026-08-03T16:29:09.000,Closed,Blocked Street and Sidewalk,Web,2,0.12166666666666667,Recorded
101004556554,2026-08-03T16:22:05.000,2026-08-23T11:24:16.000,Closed,Graffiti Public,Mobile,7,475.0363888888889,Recorded
101004556557,2026-08-03T16:22:34.000,2026-08-03T17:37:25.000,Closed,Parking Enforcement,Phone,6,1.2475,Recorded
101004556561,2026-08-03T16:22:46.000,,Open,Tree Maintenance,Web,9,,No closure recorded
