openalex_id,title,publication_year,cited_by_count,doi,primary_topic,primary_field,primary_domain,berkeley_authors,abstract,sample_year,sample_seed,source_query_cost_usd
W4402666544,Electronic descriptors for dislocation deformation behavior and intrinsic ductility in bcc high-entropy alloys,2024,64,https://doi.org/10.1126/sciadv.adp7670,High Entropy Alloys Studies,Engineering,Physical Sciences,Mark Asta; Pedro P. P. O. Borges; Robert O. Ritchie,"Controlling the balance between strength and damage tolerance in high-entropy alloys (HEAs) is central to their application as structural materials. Materials discovery efforts for HEAs are therefore impeded by an incomplete understanding of the chemical factors governing this balance. Through first-principles calculations, this study explores factors governing intrinsic ductility of a crucial subset of HEAs-those with a body-centered cubic (bcc) crystal structure. Analyses of three sets of bcc HEAs comprising nine different compositions reveal that alloy chemistry profoundly influences screw dislocation core structure, dislocation vibrational properties, and intrinsic ductility parameters derived from unstable stacking fault and surface energies. Key features in the electronic structure are identified that correlate with these properties: the fraction of occupied bonding states and bimodality of the d-orbital density of states. The findings enhance the fundamental understanding of the origins of intrinsic ductility and establish an electronic structure-based framework for computationally accelerated materials discovery and design.",2024,211,0.0001
W4400901220,Structural variation in humans and our primate kin in the era of telomere-to-telomere genomes and pangenomics,2024,13,https://doi.org/10.1016/j.gde.2024.102233,Chromosomal and Genetic Variations,Agricultural and Biological Sciences,Life Sciences,Joana L. Rocha; Peter H. Sudmant; Runyang Nicolas Lou,"Structural variants (SVs) account for the majority of base pair differences both within and between primate species. However, our understanding of inter- and intra-species SV has been historically hampered by the quality of draft primate genomes and the absence of genome resources for key taxa. Recently, advances in long-read sequencing and genome assembly have begun to radically reshape our understanding of SVs. Two landmark achievements include the publication of a human telomere-to-telomere (T2T) genome as well as the development of the first human pangenome reference. In this review, we first look back to the major works laying the foundation for these projects. We then examine the ways in which T2T genome assemblies and pangenomes are transforming our understanding of and approach to primate SV. Finally, we discuss what the future of primate SV research may look like in the era of T2T genomes and pangenomics.",2024,211,0.0001
W4403895583,De novo-designed minibinders expand the synthetic biology sensing repertoire,2024,3,https://doi.org/10.7554/elife.96154.2,CAR-T cell therapy research,Medicine,Health Sciences,Devan H Shah,"Abstract Synthetic and chimeric receptors capable of recognizing and responding to user-defined antigens have enabled “smart” therapeutics based on engineered cells. These cell engineering tools depend on antigen sensors which are most often derived from antibodies. Advances in the de novo design of proteins have enabled the design of protein binders with the potential to target epitopes with unique properties and faster production timelines compared to antibodies. Building upon our previous work combining a de novo-designed minibinder of the Spike protein of SARS-CoV-2 with the synthetic receptor synNotch (SARSNotch), we investigated whether minibinders can be readily adapted to a diversity of cell engineering tools. We show that the Spike minibinder LCB1 easily generalizes to a next-generation proteolytic receptor SNIPR that performs similarly to our previously reported SARSNotch. LCB1-SNIPR successfully enables the detection of live SARS-CoV-2, an improvement over SARSNotch which can only detect cell-expressed Spike. To test the generalizability of minibinders to diverse applications, we tested LCB1 as an antigen sensor for a chimeric antigen receptor (CAR). LCB1-CAR enabled CD8+ T cells to cytotoxically target Spike-expressing cells. We further demonstrate that two other minibinders directed against the clinically relevant epidermal growth factor receptor are able to drive CAR-dependent cytotoxicity with efficacy similar to or better than an existing antibody-based CAR. Our findings suggest that minibinders represent a novel class of antigen sensors that have the potential to dramatically expand the sensing repertoire of cell engineering tools.",2024,211,0.0001
W4404591687,Equity-driven investments in community energy systems: an optimization model applied to Washington State,2024,1,https://doi.org/10.1088/2634-4505/ad951e,Smart Grid Energy Management,Engineering,Physical Sciences,Slavomir Major,"Abstract This paper presents the development and application of the equity and climate impacts optimization in community energy (ECOCE) model, a mixed integer linear tool designed to optimize equity-driven investment in community solar projects (CSPs). By providing insight on a variety of impacts of CSP investments, including electricity bill savings, solar production, and greenhouse gas emissions reduction, the model assists policymakers in understanding the possible trade-offs in benefits and impacts of CSP investments. Using a detailed case study of a one-time $100 million investment in CSPs in Washington State, the model evaluates potential scenarios under various funding distributions to determine the optimal allocation of state funds. The study highlights considerations of geographical equity and participation, trade-offs between maximizing greenhouse gas reductions and minimizing energy burden, and the potential to use the model in different regional contexts. The findings suggest that targeted investments can provide significant electricity bill savings ($6.5–8.5 million annually) for low-income communities while contributing to state decarbonization goals (4–42 kTons of avoided emissions annually) in Washington State, though political and practical considerations may influence the feasibility of these optimized allocations. The ECOCE model provides a robust framework for decision-makers aiming to balance a variety of political, equity, and climate change mitigation considerations in the transition to renewable energy.",2024,211,0.0001
W4399907569,Near-infrared nanosensors enable optical imaging of oxytocin with selectivity over vasopressin in acute mouse brain slices,2024,13,https://doi.org/10.1073/pnas.2314795121,Neuroendocrine regulation and behavior,Psychology,Social Sciences,Esther Leem; Jaewan Mun; Markita P. Landry; Nicholas Ouassil; Nicole Navarro,"Oxytocin plays a critical role in regulating social behaviors, yet our understanding of its function in both neurological health and disease remains incomplete. Real-time oxytocin imaging probes with spatiotemporal resolution relevant to its endogenous signaling are required to fully elucidate oxytocin's role in the brain. Herein, we describe a near-infrared oxytocin nanosensor (nIROXT), a synthetic probe capable of imaging oxytocin in the brain without interference from its structural analogue, vasopressin. nIROXT leverages the inherent tissue-transparent fluorescence of single-walled carbon nanotubes (SWCNT) and the molecular recognition capacity of an oxytocin receptor peptide fragment to selectively and reversibly image oxytocin. We employ these nanosensors to monitor electrically stimulated oxytocin release in brain tissue, revealing oxytocin release sites with a median size of 3 µm in the paraventricular nucleus of C57BL/6 mice, which putatively represents the spatial diffusion of oxytocin from its point of release. These data demonstrate that covalent SWCNT constructs, such as nIROXT, are powerful optical tools that can be leveraged to measure neuropeptide release in brain tissue.",2024,211,0.0001
W4400785612,Elucidating the role of Cr migration in Ni-Cr exposed to molten FLiNaK via multiscale characterization,2024,13,https://doi.org/10.1016/j.actamat.2024.120206,Nuclear Materials and Properties,Materials Science,Physical Sciences,A.M. Kennedy; Andrew M. Minor; Mark Asta; Nathan Bieberdorf; Raluca O. Scarlat; Ryan D. Hayes; Sean H. Mills; Steven E. Zeltmann,"Structural materials used in nuclear reactor environments are subjected to coupled extremes such as high temperature, irradiation, and corrosion which act in concert to degrade their functional performance. Connecting alloy microstructure such as grain boundaries, and accumulating point defects with corrosion attack and pore morphology is critical to understanding underlying mechanisms. We uncover the compositional variations and morphology at multiple length scales in corrosion-damaged Ni-Cr alloy after exposure to oxidants in molten fluoride salts. A complex network of dense corrosion pores is detected by surface-level SEM observations. The corrosion pores take on a 1-dimensional morphology and are enriched with Ni and depleted of Cr 1–5 µm from the pore surface. STEM-EDS and 4D-STEM strain maps acquired simultaneously highlight the local variations in composition and structure of a ≤ 200 nm Cr-rich layer identified from a cross-section taken at the bottom of an isolated corrosion pore between the Ni-Cr alloy matrix and the embedded salt. However, the absence of an observed interface between the Ni-Cr alloy matrix and the FCC-structured Cr-rich layer suggests that Cr plating from the salt did not transpire. These findings support a proposed Cr lattice diffusion mechanism rather than Cr-precipitation from the salt to accommodate temperature transient conditions during sample cooling. Through the development of a 1D phase field model, these results are rationalized by formation energies for the Ni- and Cr-oxidation into the molten salt. This study reveals the locally altered microstructure caused by high temperature corrosion in non-steady-state molten salt nuclear reactor environments.",2024,211,0.0001
W4392911760,Construction of Seven-Membered Oxacycles Using a Rh(I)-Catalyzed Cascade C–C Formation/Cleavage of Cyclobutenol Derivatives,2024,3,https://doi.org/10.1021/acs.joc.3c02914,Synthetic Organic Chemistry Methods,Chemistry,Physical Sciences,Christina G. Na; Jin Su Ham; Richmond Sarpong,"Herein, we describe the synthesis of substituted oxepane derivatives through the skeletal remodeling of 4-hydroxy-2-cyclobutenones, which are readily prepared from commercially available dialkyl squarates upon their reaction with acrylonitrile. Mechanistically, a Rh(I)-catalyzed C–C bond formation and cleavage cascade is proposed. Specifically, a fused [3.2.0] bicycle is proposed to form from dialkyl squarate-derived cyclobutenols via an unusual Rh(I)-catalyzed intermolecular oxa-Michael addition of a tertiary alcohol with acrylonitrile, followed by an intramolecular conjugate addition/migratory insertion. Subsequent C(sp 3 )–C(sp 3 ) bond cleavage through a Rh-catalyzed β-carbon elimination is then theorized to furnish the oxepane scaffold. Computational studies support the formation of an intermediate [3.2.0] bicycle but also point to an alternative pathway for the formation of the oxepane products involving a Rh(III) intermediate. Additional studies have shown the overall process to be stereoretentive. The functional groups that are introduced in this process can be leveraged to form fused or bridged ring systems.",2024,211,0.0001
W4400290818,The Vertical Aerosol Structure of Jupiter&amp;#8217;s Great Red Spot from JWST/MIRI 5 - 7 &amp;#181;m Spectroscopy,2024,0,https://doi.org/10.5194/epsc2024-479,Astro and Planetary Science,Physics and Astronomy,Physical Sciences,Imke de Pater; Michael H. Wong; P. G. J. Irwin,"The Great Red Spot (GRS) is a remarkable feature of the Jovian atmosphere. Situated within the South Tropical Zone, it dominates the morphology of the southern hemisphere. Numerous spacecraft have visited Jupiter, but they have either lacked the mid-infrared instruments required to assess tropospheric structure and composition, or have been fly-by missions with insufficient time to probe such a specific part of the Jovian atmosphere. Ground-based observatories are capable of characterising this spectral region, often with higher spatial and spectral resolutions than space-based observatories. However, telluric absorption and the limited spectral coverage offered by narrow filters allows only a handful of discrete altitudes to be probed. As a result, there are still numerous unanswered questions regarding the aerosol formation processes, composition as well as the driving mechanism and longevity of the vortex.JWST/MIRI observed the GRS in July and August 2022 as part of a Guaranteed-Time programme (Cycle 1 &amp;#8211; GTO 1246). The Medium Resolution Spectrometer (MRS) was used, allowing the full 5 &amp;#8211; 28 &amp;#181;m spectral region to be observed in the 6.6 x 7.7 arcsec field of view. This included the first ever mapping of the 5.5 &amp;#8211; 7.7 &amp;#181;m range on Jupiter, a transitional region between thermal emission at long wavelengths and reflected sunlight at shorter wavelengths. This range required spectral models that considered multiple scattering of photons, which allowed us to probe the elevated aerosol structure dominating the GRS vortex in unprecedented detail. Firstly, the vertical temperature structure was constrained in the 7.3 &amp;#8211; 10.8 &amp;#181;m range using the NEMESIS atmospheric retrieval software (Irwin et al., doi: 10.1016/j.jqsrt.2007.11.006). Secondly, these temperatures were used to map the 3D aerosol and gaseous distributions within the GRS in the 4.9 &amp;#8211; 7.3 &amp;#181;m range. Various models were used to reproduce the observed spectra and the implications of these observations were assessed through comparison to theoretical models. A further comparison of the retrieved distribution of ammonia and water to this inferred aerosol abundance allowed us to speculate on the cloud formation processes taking place within the troposphere. Meanwhile, an analysis of the retrieved phosphine distribution enabled us to identify regions of convective upwelling outside the vortex. A considerable phosphine excess inferred above the GRS was linked to the higher aerosol opacity within the vortex. Potentially, this opacity shields phosphine from the UV light that would normally photolyse and remove it. Finally, the medium-resolution spectroscopy of the instrument was also used to search for spectral signatures of atmospheric species that cannot be detected from the ground. The 9.5 &amp;#181;m ammonia ice feature was not detected within the GRS wake on this occasion, possibly as a result of it not being present at the altitudes probed within this study, or due to it being rapidly coated by other species that obscure the spectral signature of the ammonia ice.The MIRI data were also acquired alongside visible-light Hubble and near-infrared JWST/NIRCam observations taken close to the same date, probing the colourful upper aerosol layers. A comparison of this context data to the MIRI observations can be seen in Fig. 1. Further observations, courtesy of the VLT/VISIR instrument also provided additional mid-infrared data between the dates of the MIRI observations. This data visualised the whole Jovian disc and thus provided wider spatial context of the GRS&amp;#8217;s interaction with the surrounding atmosphere. In this presentation we will: (i) introduce the retrieval methods used in this study; (ii) describe the inferred deep tropospheric aerosol structure and dynamics of the GRS; and (iii) using the spatial context observations, explore the interaction between the GRS aerosols and the surrounding atmosphere.Figure 1: Comparison of False-colour JWST/MIRI data from channels 1 and 2 to visible context data from (a) Hubble (R=631 nm, G=502 nm, B=395 nm) and (b) Ground-Based amateur observations (Isao Miyazaki, 2024). The left-hand column displays data from 2022-07-28 while the right-hand column displays data from 2022-08-15. Differences in colour between the visible observations are due to different instruments and post-processing techniques being used. The size of the MIRI FOV is indicated by the blue and green lines for channels 1 and 2 respectively. (c) and (d) False-colour images of the ch1-short GRS MIRI data with the relevant visual context image as the background. For both MIRI images; B = 5.40 &amp;#181;m, G = 5.50 &amp;#181;m and R = 5.60 &amp;#181;m. The red band contains reflected sunlight from within a deep ammonia absorption band, indicating strong aerosol reflection rather than temperature. The green and blue bands are dominated by thermal emission, darker blue and green components outside the GRS therefore correspond to thick aerosol layers outside the GRS. (e) and (f) False-colour images of the ch2-short GRS MIRI data. For both; B = 8.62 &amp;#181;m, G = 8.57 &amp;#181;m and R = 8.56 &amp;#181;m. Beyond 7.30 &amp;#181;m, the Jovian spectrum is dominated by thermal emission, darker regions correspond to regions of high aerosol opacity and cooler temperatures. All frames have been shifted to be centred on the GRS longitudinal position in July and August. Subtle changes in colour between epochs are due to the different observing geometries of the observations.",2024,211,0.0001
W4392861376,A Novel Scaffolded Assessment Bridging Concepts and Code,2024,0,https://doi.org/10.1145/3626253.3635509,Teaching and Learning Programming,Computer Science,Physical Sciences,Armando Fox; J. Boreczky; Nathaniel Weinman,"We propose a new exercise format for an upper-division software engineering course. The exercises scaffold the gap between the ""box and arrows"" representation of a complex software architecture and the nuts-and-bolts realization of that architecture in code. A qualitative study with 12 upper-division computer science students explored the effectiveness of these exercises as a teaching tool and opportunities to improve them. All participants desire for these new exercises to be incorporated into their course, self-rating the exercises as educational and confidence-boosting, suggesting these new types of exercises will pave the way for more confident and competent software engineers.",2024,211,0.0001
W4394854997,Of Rarity and Symbolism: Understanding Human Perceptions of Charismatic Color Morphs,2024,7,https://doi.org/10.1007/s10745-024-00492-7,Animal and Plant Science Education,Psychology,Social Sciences,Cesar O. Estien; Christine E. Wilkinson; Christopher J. Schell; Lauren A. Stanton; Tyus Williams,"Abstract Coloration in wildlife serves numerous biological purposes, including sexual selection signaling, thermoregulation, and camouflage. However, the physical appearance of wildlife also influences the ways in which humans interact with them. Wildlife conservation has largely revolved around humans’ propensity to favor charismatic megafauna, but human perceptions of wildlife species extend beyond conservation measures into our everyday interactions with individual wildlife. Our aesthetic appreciation for different species interplays with culture, lore, and the economic interest they carry. As such, one characteristic that may underpin and interact with social drivers of perception is the coloration of a particular individual. We provide case studies illustrating the dynamism in interactions people have with conspicuously colored wildlife – i.e., individuals that vary from their species-typical coloration. We focus on melanism, leucism, and albinism across four species commonly thought of as pests in the United States: coyotes ( Canis latrans ), eastern gray squirrels ( Sciurus carolinensis ), white-tailed deer ( Odocoileus virginianus) , and black-tailed deer ( O. hemionus ).",2024,211,0.0001
W4403613981,"School District Discourse Coalitions and Equity-Focused Policy Innovations in Oakland, California 2020–2021",2024,1,https://doi.org/10.1177/0013161x241289110,Educational Assessment and Improvement,Decision Sciences,Social Sciences,Mahua Baral,"Purpose: To better understand how district leaders at urban school districts innovate and design policies, this study investigated how actors in one district, Oakland Unified School District, discussed ways to improve their education system at school board meetings during 2020 and 2021. Approach: The research used a case study approach to develop a process of inquiry, drawing on theoretical literature on innovation in social fields, empirical work on urban education reforms, and methodological considerations from critical social analysis techniques. It used a variety of qualitative methods to identify critical policy issues and policy innovations, and examined the way actors in two coalitions, each with a different approach to change, used discourse to convey their ideologies about racial equity and justice. Findings: District actors collaboratively designed and passed five innovative policies: school safety, remote learning, climate change, Black reparations, and mental health. While one group, the incumbent discourse coalition, focused attention on fiscal stability and closing underperforming schools, another, the challenger discourse coalition, conveyed strategies on improving schools and surrounding communities through new education policies. Though unexpected crises expedited innovation, the perspectives of the dominant culture were most privileged in the final designs of resolutions. Implications: By using broad theories and generalizable concepts this study shows how discourse in policymaking can be examined in other settings and illustrates ways similar school districts may innovate in their systems.",2024,211,0.0001
W4404281072,Probing the equilibration of the QCD matter created in heavy-ion collisions with dileptons,2024,11,https://doi.org/10.1103/physrevc.110.054904,High-Energy Particle Collisions Research,Physics and Astronomy,Physical Sciences,Lipei Du,"A systematic study of intermediate invariant mass dilepton production in $\mathrm{Pb}+\mathrm{Pb}$ collisions at $\sqrt{{s}_{NN}}=5.02\phantom{\rule{4pt}{0ex}}\mathrm{TeV}$ is performed, using next-to-leading order (NLO) thermal QCD dilepton emission rates with a multistage dynamical approach which includes event-by-event ip-glasma initial conditions, relativistic viscous fluid dynamics, and a hadronic afterburner. Considering dilepton yield and anisotropic flow, special attention is paid to the out-of-equilibrium aspects, both thermal and chemical, and to the contribution of the Drell-Yan process. The relative contribution of each of those different channels to dilepton observables is calculated and discussed.",2024,211,0.0001
W4396599258,The Hopkins-Oxford Psychedelics Ethics (HOPE) Working Group Consensus Statement,2024,30,https://doi.org/10.1080/15265161.2024.2342764,Psychedelics and Drug Studies,Psychology,Social Sciences,Yuria Celidwen,"The first Hopkins-Oxford Psychedelic Ethics (HOPE) workshop convened to discuss ethical matters relating to psychedelics in August 2023 at the University of Oxford.The organizers (BDE, DBY, EJ) aim...",2024,211,0.0001
W4405280408,High-precision chemical quantum sensing in flowing monodisperse microdroplets,2024,22,https://doi.org/10.1126/sciadv.adp4033,Diamond and Carbon-based Materials Research,Materials Science,Physical Sciences,Adrisha Sarkar; Amala Akkiraju; Ashok Ajoy; Emanuel Druga; Madhur Parashar; Mohammad Hashemi; Parker Aman; Pranav Krishnamoorthi; Sophie Conti; Srisai Nachuri; Zachary R. Jones,"A method is presented for high-precision chemical detection that integrates quantum sensing with droplet microfluidics. Using nanodiamonds (ND) with fluorescent nitrogen-vacancy (NV) centers as quantum sensors, rapidly flowing microdroplets containing analyte molecules are analyzed. A noise-suppressed mode of optically detected magnetic resonance is enabled by pairing controllable flow with microwave control of NV electronic spins, to detect analyte-induced signals of a few hundredths of a percent of the ND fluorescence. Using this method, paramagnetic ions in droplets are detected with low limit-of-detection using small analyte volumes, with exceptional measurement stability over &gt;10 3 s. In addition, these droplets are used as microconfinement chambers by co-encapsulating ND quantum sensors with various analytes such as single cells, suggesting wide-ranging applications including single-cell metabolomics and real-time intracellular measurements from bioreactors. Important advances are enabled by this work, including portable chemical testing devices, amplification-free chemical assays, and chemical imaging tools for probing reactions within microenvironments.",2024,211,0.0001
W4402935263,Fused Multi-Modal Electron Microscopy,2024,0,https://doi.org/10.69761/mxvr4353,Electron and X-Ray Spectroscopy Techniques,Materials Science,Physical Sciences,Mary Scott; Min Gee Cho,"Chemical mapping of nano-scale and atomic chemistry via spectroscopic electron microscopy has challenged researchers for decades due to the fundamental tradeoff between electron dose, noise, and resolution. Inelastic spectroscopic signals (electron energy loss ( EELS ) or energy-dispersive x-ray ( X-EDS ) spectroscopy) that yield elemental signatures are rare, resulting in long dwell times to produce discernable structure. This process often destroys the sample and distorts the chemical map during acquisition.Lower dose scans can be taken to combat this issue, but they often do not have enough signal to produce meaningful results. Fused multi-modal electron microscopy offers nano- and atomic-resolution high signal-to-noise-ratio ( SNR ) recovery of material chemistry by merging low-dose elastically scattered high-angle annular dark-field ( HAADF ) signals with the inelastic signals. The process works best when all chemistries in the material are mapped spectroscopically and combined with a directly interpretable elastic signal. This article bridges the gap between theory and practice by walking through each step of the fused multi-modal computational pipeline and pointing out best practices when running the code. By the end of this tutorial, anyone with inelastic and elastic 2D projection data should be able to reproducibly reconstruct chemical maps using fused multi-modal electron microscopy.",2024,211,0.0001
W4396833170,Color Singer: Composing Music via the Construction of LEGO Blocks with Various Colors,2024,0,https://doi.org/10.1145/3613905.3649120,Innovative Human-Technology Interaction,Computer Science,Physical Sciences,Qiuyu Lu,"Explore the fusion of creativity, play, and music with our project, where LEGO blocks transform abstract music composition into a tangible, intuitive experience. Each color in the LEGO palette corresponds to a distinct musical note, offering the freedom to purposefully replicate sheet music or casually build, unveiling serendipitous musical surprises. We present Color Singer—a system crafted and programmed with LEGO Mindstorms, open-sourced for accessibility. Our video showcase not only explains the implementation of Color Singer but also features a charming LEGO stop-motion animation narrating the heartwarming story of the Color Singer saving love. Join us in this innovative journey, where the tangible world of LEGO meets the abstract realm of music composition.",2024,211,0.0001
W4404848084,Locally Stationary Distributions: A Framework for Analyzing Slow-Mixing Markov Chains*,2024,1,https://doi.org/10.1109/focs61266.2024.00022,Stochastic processes and statistical mechanics,Mathematics,Physical Sciences,David X. Wu; Prasad Raghavendra,"Many natural Markov chains fail to mix to their stationary distribution in polynomially many steps. Often, this slow mixing is inevitable since it is computationally intractable to sample from their stationary measure. Nevertheless, Markov chains can be shown to always converge quickly to measures that are locally stationary, i.e., measures that don't change over a small number of steps. These locally stationary measures are analogous to local minima in continuous optimization, while stationary measures correspond to global minima. While locally stationary measures can be statistically far from stationary measures, do they enjoy provable theoretical guarantees that have algorithmic implications? We study this question in this work and demonstrate three algorithmic applications of locally stationary measures: 1)We show that Glauber dynamics on the hardcore model can be used to find large independent sets in triangle-free graphs of bounded degree. 2)We prove that Glauber dynamics on the Ising model defined by a spiked matrix model finds a vector with constant correlation with the planted spike. 3)We show that for sufficiently large constant signal-to-noise ratio, Glauber dynamics on the Ising model finds a vector that has constant correlation with the hidden community vector. In other words, Glauber dynamics subsumes the spectral method for spiked Wigner and community detection, by weakly recovering the planted spike. The full version of this paper can be found on arXiv(arXiv ID: 2405.20849).",2024,211,0.0001
W4391517729,Chytrid infections exhibit historical spread and contemporary seasonality in a declining stream-breeding frog,2024,7,https://doi.org/10.1098/rsos.231270,Amphibian and Reptile Biology,Environmental Science,Physical Sciences,Michelle S. Koo; Sarah J. Kupferberg,"Species with extensive geographical ranges pose special challenges to assessing drivers of wildlife disease, necessitating collaborative and large-scale analyses. The imperilled foothill yellow-legged frog ( Rana boylii ) inhabits a wide geographical range and variable conditions in rivers of California and Oregon (USA), and is considered threatened by the pathogen Batrachochytrium dendrobatidis (Bd). To assess drivers of Bd infections over time and space, we compiled over 2000 datapoints from R. boylii museum specimens (collected 1897–2005) and field samples (2005–2021) spanning 9° of latitude. We observed a south-to-north spread of Bd detections beginning in the 1940s and increase in prevalence from the 1940s to 1970s, coinciding with extirpation from southern latitudes. We detected eight high-prevalence geographical clusters through time that span the species' geographical range. Field-sampled male R. boylii exhibited the highest prevalence, and juveniles sampled in autumn exhibited the highest loads. Bd infection risk was highest in lower elevation rain-dominated watersheds, and with cool temperatures and low stream-flow conditions at the end of the dry season. Through a holistic assessment of relationships between infection risk, geographical context and time, we identify the locations and time periods where Bd mitigation and monitoring will be critical for conservation of this imperilled species.",2024,211,0.0001
W4395447529,Genomic factors shape carbon and nitrogen metabolic niche breadth across Saccharomycotina yeasts,2024,128,https://doi.org/10.1126/science.adj4503,Fermentation and Sensory Analysis,Agricultural and Biological Sciences,Life Sciences,Jacob L. Steenwyk,"Organisms exhibit extensive variation in ecological niche breadth, from very narrow (specialists) to very broad (generalists). Two general paradigms have been proposed to explain this variation: (i) trade-offs between performance efficiency and breadth and (ii) the joint influence of extrinsic (environmental) and intrinsic (genomic) factors. We assembled genomic, metabolic, and ecological data from nearly all known species of the ancient fungal subphylum Saccharomycotina (1154 yeast strains from 1051 species), grown in 24 different environmental conditions, to examine niche breadth evolution. We found that large differences in the breadth of carbon utilization traits between yeasts stem from intrinsic differences in genes encoding specific metabolic pathways, but we found limited evidence for trade-offs. These comprehensive data argue that intrinsic factors shape niche breadth variation in microbes.",2024,211,0.0001
W4401689716,A dendritic mechanism for balancing synaptic flexibility and stability,2024,12,https://doi.org/10.1016/j.celrep.2024.114638,Neuroscience and Neuropharmacology Research,Neuroscience,Life Sciences,Na Ji; Qinrong Zhang,"Biological and artificial neural networks learn by modifying synaptic weights, but it is unclear how these systems retain previous knowledge and also acquire new information. Here, we show that cortical pyramidal neurons can solve this plasticity-versus-stability dilemma by differentially regulating synaptic plasticity at distinct dendritic compartments. Oblique dendrites of adult mouse layer 5 cortical pyramidal neurons selectively receive monosynaptic thalamic input, integrate linearly, and lack burst-timing synaptic potentiation. In contrast, basal dendrites, which do not receive thalamic input, exhibit conventional NMDA receptor (NMDAR)-mediated supralinear integration and synaptic potentiation. Congruently, spiny synapses on oblique branches show decreased structural plasticity in vivo. The selective decline in NMDAR activity and expression at synapses on oblique dendrites is controlled by a critical period of visual experience. Our results demonstrate a biological mechanism for how single neurons can safeguard a set of inputs from ongoing plasticity by altering synaptic properties at distinct dendritic domains.",2024,211,0.0001
W4409020150,Doctor Who?: The Influence of AI on Human Responses to Vaccine Calls,2024,0,https://doi.org/10.1109/urtc65039.2024.10937545,Vaccine Coverage and Hesitancy,Social Sciences,Social Sciences,Cathy Sheng,"AI voice generators are becoming increasingly prevalent in personal and professional settings. Existing research postulates a negative human bias towards AI-generated text; however, there is a gap in the literature surrounding perceptions of artificial audio. Using a novel survey, this paper examines how the gender (male or female) and perceived identity (AI or human) of a caller affect receptiveness towards the message: in this context, a promotion for a fictitious vaccine. Contrasting previous literature, the results do not support a bias against AI-generated audio. These findings, in tandem with further research, could inform more effective implementation of artificial audios.",2024,211,0.0001
W4398223257,Antihypertensive Medications and Eczematous Dermatitis in Older Adults,2024,10,https://doi.org/10.1001/jamadermatol.2024.1230,Dermatology and Skin Diseases,Medicine,Health Sciences,Katrina Abuabara,"Importance: Rates of physician-diagnosed eczema have been increasing among older adults, but little is known regarding the pathophysiologic processes and best treatments in this subgroup. Preliminary data suggest that medications-antihypertensive medications in particular-may contribute to eczematous dermatitis; however, there are limited population-based data on the proportion of eczematous dermatitis diagnoses among older adults that may be attributed to antihypertensive drugs. Objectives: To determine whether antihypertensive drug use is associated with eczematous dermatitis in older adults. Design, Settings, and Participants: This was a longitudinal cohort study of a population-based sample of individuals 60 years and older without a diagnosis of eczematous dermatitis at baseline. It was conducted at primary care practices participating in The Health Improvement Network in the United Kingdom from January 1, 1994, to January 1, 2015. Data analyses were performed from January 6, 2020, to February 6, 2024. Exposure: Exposure date by first prescription for an antihypertensive drug within each drug class. Main outcome measures: Newly active eczematous dermatitis was based on the first date for 1 of the 5 most common eczema codes used in a previously validated algorithm. Results: Among the total study sample of 1 561 358 older adults (mean [SD] age, 67 [9] years; 54% female), the overall prevalence of eczematous dermatitis was 6.7% during a median (IQR) follow-up duration of 6 (3-11) years. Eczematous dermatitis incidence was higher among participants receiving antihypertensive drugs than those who did not (12 vs 9 of 1000 person-years of follow-up). Adjusted Cox proportional hazard models found that participants who received any antihypertensive drugs had a 29% increased hazard rate of any eczematous dermatitis (hazard ratio [HR], 1.29; 95% CI, 1.26-1.31). When assessing each antihypertensive drug class individually, the largest effect size was observed for diuretic drugs (HR, 1.21; 95% CI, 1.19-1.24) and calcium channel blockers (HR, 1.16; 95% CI, 1.14-1.18), and the smallest effect sizes were for angiotensin-converting enzyme inhibitors (HR, 1.02; 95% CI, 1.00-1.04) and β-blockers (HR, 1.04; 95% CI, 1.02-1.06). Conclusions and Relevance: This cohort study found that antihypertensive drugs were associated with a small increased rate of eczematous dermatitis, with effect sizes largest for calcium channel blockers and diuretic drugs, and smallest for angiotensin-converting enzyme inhibitors and β-blockers. Although additional research is needed to understand the mechanisms underlying the association, these data could be helpful to clinicians to guide management when a patient presents with eczematous dermatitis in older age.",2024,211,0.0001
W4403888209,Complete asymmetric polarization conversion at zero‐eigenvalue exceptional points of non‐Hermitian metasurfaces,2024,8,https://doi.org/10.1515/nanoph-2024-0391,Quantum Mechanics and Non-Hermitian Physics,Physics and Astronomy,Physical Sciences,Jagang Park,"Non-Hermitian systems can be tuned to exhibit exceptional points, where both eigenvalues and eigenstates coalesce concurrently. The inherent adaptability of photonic non-Hermitian systems in configuring gain and loss has allowed us to observe a plethora of counterintuitive phenomena, largely as a consequence of the eigenspace reduction at these exceptional points. In this work, we propose a non-Hermitian metasurface that, through the incorporation of gain, enables complete asymmetric polarization conversion at an exceptional point with a zero eigenvalue. Specifically, we provide numerical evidence for this concept by designing a non-Hermitian metasurface that facilitates polarization conversion from right to left circular polarization, while preventing conversion in the reverse direction and co-polarized transmission. Furthermore, our investigation reveals that this specific form of complete asymmetric polarization conversion results in maximum circular dichroism in transmission, thereby eliminating the need for external chirality or three-dimensional helical structures. This non-Hermitian technique offers an intriguing approach to designing polarization-sensitive optical devices and systems, further expanding their functionalities and capabilities.",2024,211,0.0001
